10000000, 1, 220097824, 0, 10934.4
10000000, 2, 220097824, 4194304, 9616.83
10000000, 3, 220097687, 6879494, 8748.75
10000000, 4, 220219662, 8296738, 8470.68
10000000, 5, 221106877, 14823137, 7401.07
10000000, 6, 221106877, 14823137, 7397.13
10000000, 7, 221106877, 14823137, 7460.89
10000000, 8, 221106877, 14823137, 7448.38
10000000, 9, 223152197, 20431093, 7064.86
10000000, 10, 226418561, 28387448, 6458.75
10000000, 11, 226418561, 28387448, 6465.03
10000000, 12, 226418561, 28387448, 6517.08
10000000, 13, 226418561, 28387448, 6479.71
10000000, 14, 226418561, 28387448, 6469.3
10000000, 15, 226418561, 28387448, 6488.84
10000000, 16, 226418561, 28387448, 6486.26
10000000, 17, 226418561, 28387448, 6527.65
10000000, 18, 226418561, 28387448, 6472.67
10000000, 19, 241024661, 51339477, 5848.6
10000000, 20, 242332523, 53347890, 5856.69
10000000, 21, 242332523, 53347890, 5852.02
10000000, 22, 242332523, 53347890, 5861
10000000, 23, 242332523, 53347890, 5832.78
10000000, 24, 242332523, 53347890, 5851.75
10000000, 25, 242332523, 53347890, 5857.32
10000000, 26, 242332523, 53347890, 5843.39
10000000, 27, 242332523, 53347890, 5841.49
10000000, 28, 242332523, 53347890, 5848.51
10000000, 29, 242332523, 53347890, 5850.03
10000000, 30, 242332523, 53347890, 5852.07
10000000, 31, 242332523, 53347890, 5845.72
10000000, 32, 242332523, 53347890, 5848.88
10000000, 33, 242332523, 53347890, 5921.05
10000000, 34, 242332523, 53347890, 5856.27
10000000, 35, 242332523, 53347890, 5852.84
10000000, 36, 242332523, 53347890, 5853.66
10000000, 37, 242332523, 53347890, 5846.42
10000000, 38, 275243279, 94329930, 5738.67
10000000, 39, 281253476, 101769647, 5694.56
10000000, 40, 281253476, 101769647, 5792.41
10000000, 41, 281253476, 101769647, 5763.34
10000000, 42, 281253476, 101769647, 5774.42
10000000, 43, 281253476, 101769647, 5693.52
10000000, 44, 281253476, 101769647, 5711.68
10000000, 45, 281253476, 101769647, 5713.5
10000000, 46, 281253476, 101769647, 5735.59
10000000, 47, 281253476, 101769647, 5785.6
10000000, 48, 281253476, 101769647, 5802.54
10000000, 49, 281253476, 101769647, 5714.19
10000000, 50, 281253476, 101769647, 5694.91
10000000, 51, 281253476, 101769647, 5695.87
10000000, 52, 281253476, 101769647, 5708.78
10000000, 53, 281253476, 101769647, 5715.35
10000000, 54, 281253476, 101769647, 5701.92
10000000, 55, 281253476, 101769647, 5695.47
10000000, 56, 281253476, 101769647, 5709.32
10000000, 57, 281253476, 101769647, 5711.56
10000000, 58, 281253476, 101769647, 5737.79
10000000, 59, 281253476, 101769647, 5709.11
10000000, 60, 281253476, 101769647, 5711.56
10000000, 61, 281253476, 101769647, 5709.65
10000000, 62, 281253476, 101769647, 5759.93
10000000, 63, 281253476, 101769647, 5799.43
10000000, 64, 281253476, 101769647, 5706.13
10000000, 65, 281253476, 101769647, 5696.29
10000000, 66, 281253476, 101769647, 5693.96
10000000, 67, 281253476, 101769647, 5712.74
10000000, 68, 281253476, 101769647, 5709.81
10000000, 69, 281253476, 101769647, 5695.36
