100000, 1, 1536215, 0, 93.3661
100000, 2, 1536215, 34464, 83.4558
100000, 3, 1536363, 86320, 68.891
100000, 4, 1536741, 91212, 68.3194
100000, 5, 1536741, 91212, 68.7506
100000, 6, 1554720, 175196, 56.264
100000, 7, 1558121, 187739, 63.3634
100000, 8, 1558121, 187739, 57.6243
100000, 9, 1558121, 187739, 56.0278
100000, 10, 1558121, 187739, 55.0203
100000, 11, 1558121, 187739, 55.8802
100000, 12, 1619667, 316090, 47.9375
100000, 13, 1639722, 355195, 46.2017
100000, 14, 1639722, 355195, 46.4619
100000, 15, 1639722, 355195, 46.7805
100000, 16, 1639722, 355195, 45.7908
100000, 17, 1639722, 355195, 45.3478
100000, 18, 1639722, 355195, 45.7439
100000, 19, 1639722, 355195, 46.7641
100000, 20, 1639722, 355195, 45.827
100000, 21, 1639722, 355195, 45.9258
100000, 22, 1639722, 355195, 45.9512
100000, 23, 1639722, 355195, 46.2049
100000, 24, 1765120, 533762, 43.4528
100000, 25, 1862508, 670504, 41.9171
100000, 26, 1862508, 670504, 41.6648
100000, 27, 1862508, 670504, 41.6511
100000, 28, 1862508, 670504, 42.0466
100000, 29, 1862508, 670504, 42.0581
100000, 30, 1862508, 670504, 41.9641
100000, 31, 1862508, 670504, 41.9597
100000, 32, 1862508, 670504, 41.7072
100000, 33, 1862508, 670504, 41.7791
100000, 34, 1862508, 670504, 41.8338
100000, 35, 1862508, 670504, 42.1726
100000, 36, 1862508, 670504, 41.6922
100000, 37, 1862508, 670504, 41.5211
100000, 38, 1862508, 670504, 42.053
100000, 39, 1862508, 670504, 41.6356
100000, 40, 1862508, 670504, 41.3281
100000, 41, 1862508, 670504, 41.3418
100000, 42, 1862508, 670504, 41.6982
100000, 43, 1862508, 670504, 42.2033
100000, 44, 1862508, 670504, 42.1013
100000, 45, 1862508, 670504, 42.448
100000, 46, 1862508, 670504, 41.6164
100000, 47, 1862508, 670504, 41.8966
100000, 48, 1948886, 773071, 41.3146
100000, 49, 2380698, 1284737, 42.4244
100000, 50, 2380698, 1284737, 42.5175
100000, 51, 2380698, 1284737, 42.8212
100000, 52, 2380698, 1284737, 42.2813
100000, 53, 2380698, 1284737, 42.8306
100000, 54, 2380698, 1284737, 42.8564
100000, 55, 2380698, 1284737, 42.7686
100000, 56, 2380698, 1284737, 42.9119
100000, 57, 2380698, 1284737, 42.4624
100000, 58, 2380698, 1284737, 42.5387
100000, 59, 2380698, 1284737, 42.5815
100000, 60, 2380698, 1284737, 42.5112
100000, 61, 2380698, 1284737, 42.3945
100000, 62, 2380698, 1284737, 42.7553
100000, 63, 2380698, 1284737, 42.9642
100000, 64, 2380698, 1284737, 42.7664
100000, 65, 2380698, 1284737, 43.2673
100000, 66, 2380698, 1284737, 44.0728
100000, 67, 2380698, 1284737, 42.8568
100000, 68, 2380698, 1284737, 42.7095
100000, 69, 2380698, 1284737, 42.3498
100000, 70, 2380698, 1284737, 42.33
100000, 71, 2380698, 1284737, 42.4005
100000, 72, 2380698, 1284737, 42.7558
100000, 73, 2380698, 1284737, 42.1055
100000, 74, 2380698, 1284737, 42.673
100000, 75, 2380698, 1284737, 43.1286
100000, 76, 2380698, 1284737, 42.7362
100000, 77, 2380698, 1284737, 42.7997
100000, 78, 2380698, 1284737, 42.402
100000, 79, 2380698, 1284737, 42.2372
100000, 80, 2380698, 1284737, 42.4016
100000, 81, 2380698, 1284737, 43.7802
100000, 82, 2380698, 1284737, 42.5046
100000, 83, 2380698, 1284737, 42.4554
100000, 84, 2380698, 1284737, 42.5556
100000, 85, 2380698, 1284737, 43.7196
100000, 86, 2380698, 1284737, 42.7762
100000, 87, 2380698, 1284737, 42.8064
100000, 88, 2380698, 1284737, 42.8972
100000, 89, 2380698, 1284737, 45.9488
100000, 90, 2380698, 1284737, 42.4766
100000, 91, 2380698, 1284737, 42.9911
100000, 92, 2380698, 1284737, 42.4881
100000, 93, 2380698, 1284737, 42.5256
100000, 94, 2380698, 1284737, 42.4373
100000, 95, 2380698, 1284737, 42.7398
100000, 96, 2380698, 1284737, 43.1534
100000, 97, 2765361, 1702846, 44.9265
100000, 98, 3510243, 2512277, 50.7912
100000, 99, 3510243, 2512277, 50.9074
100000, 100, 3510243, 2512277, 50.2746
100000, 101, 3510243, 2512277, 51.2463
